,,game_id,game_no,opp,play_type,play_direction,yards_gained
NYG,135,2019122911,16,PHI,run,left,-1
NYG,136,2019122911,16,PHI,run,middle,4
NYG,137,2019122911,16,PHI,run,right,119
NYG,138,2019122911,16,PHI,short pass,left,63
NYG,139,2019122911,16,PHI,short pass,middle,48
NYG,140,2019122911,16,PHI,short pass,right,55
NYG,141,2019122911,16,PHI,long pass,left,20
NYG,142,2019122911,16,PHI,long pass,middle,82
NYG,143,2019122911,16,PHI,long pass,right,33
DET,0,2019090809,1,ARI,run,left,13
DET,1,2019090809,1,ARI,run,middle,87
DET,2,2019090809,1,ARI,run,right,16
DET,3,2019090809,1,ARI,short pass,left,125
DET,4,2019090809,1,ARI,short pass,middle,52
DET,5,2019090809,1,ARI,short pass,right,70
DET,6,2019090809,1,ARI,long pass,left,24
DET,7,2019090809,1,ARI,long pass,middle,44
DET,8,2019090809,1,ARI,long pass,right,70
DET,9,2019091502,2,LAC,run,left,20
DET,10,2019091502,2,LAC,run,middle,52
DET,11,2019091502,2,LAC,run,right,23
DET,12,2019091502,2,LAC,short pass,left,48
DET,13,2019091502,2,LAC,short pass,middle,28
DET,14,2019091502,2,LAC,short pass,right,87
DET,15,2019091502,2,LAC,long pass,left,0
DET,16,2019091502,2,LAC,long pass,middle,0
DET,17,2019091502,2,LAC,long pass,right,82
DET,18,2019092207,3,PHI,run,left,47
DET,19,2019092207,3,PHI,run,middle,11
DET,20,2019092207,3,PHI,run,right,30
DET,21,2019092207,3,PHI,short pass,left,56
DET,22,2019092207,3,PHI,short pass,middle,0
DET,23,2019092207,3,PHI,short pass,right,61
DET,24,2019092207,3,PHI,long pass,left,0
DET,25,2019092207,3,PHI,long pass,middle,0
DET,26,2019092207,3,PHI,long pass,right,84
DET,27,2019092903,4,KC,run,left,74
DET,28,2019092903,4,KC,run,middle,73
DET,29,2019092903,4,KC,run,right,39
DET,30,2019092903,4,KC,short pass,left,56
DET,31,2019092903,4,KC,short pass,middle,60
DET,32,2019092903,4,KC,short pass,right,31
DET,33,2019092903,4,KC,long pass,left,34
DET,34,2019092903,4,KC,long pass,middle,91
DET,35,2019092903,4,KC,long pass,right,19
DET,36,2019101400,5,GB,run,left,25
DET,37,2019101400,5,GB,run,middle,4
DET,38,2019101400,5,GB,run,right,28
DET,39,2019101400,5,GB,short pass,left,46
DET,40,2019101400,5,GB,short pass,middle,57
DET,41,2019101400,5,GB,short pass,right,22
DET,42,2019101400,5,GB,long pass,left,0
DET,43,2019101400,5,GB,long pass,middle,0
DET,44,2019101400,5,GB,long pass,right,140
DET,45,2019102003,6,MIN,run,left,42
DET,46,2019102003,6,MIN,run,middle,34
DET,47,2019102003,6,MIN,run,right,5
DET,48,2019102003,6,MIN,short pass,left,58
DET,49,2019102003,6,MIN,short pass,middle,48
DET,50,2019102003,6,MIN,short pass,right,150
DET,51,2019102003,6,MIN,long pass,left,68
DET,52,2019102003,6,MIN,long pass,middle,40
DET,53,2019102003,6,MIN,long pass,right,0
DET,54,2019102703,7,NYG,run,left,29
DET,55,2019102703,7,NYG,run,middle,8
DET,56,2019102703,7,NYG,run,right,25
DET,57,2019102703,7,NYG,short pass,left,49
DET,58,2019102703,7,NYG,short pass,middle,60
DET,59,2019102703,7,NYG,short pass,right,75
DET,60,2019102703,7,NYG,long pass,left,115
DET,61,2019102703,7,NYG,long pass,middle,0
DET,62,2019102703,7,NYG,long pass,right,43
DET,63,2019110307,8,OAK,run,left,22
DET,64,2019110307,8,OAK,run,middle,60
DET,65,2019110307,8,OAK,run,right,8
DET,66,2019110307,8,OAK,short pass,left,7
DET,67,2019110307,8,OAK,short pass,middle,104
DET,68,2019110307,8,OAK,short pass,right,64
DET,69,2019110307,8,OAK,long pass,left,149
DET,70,2019110307,8,OAK,long pass,middle,44
DET,71,2019110307,8,OAK,long pass,right,38
DET,72,2019111000,9,CHI,run,left,31
DET,73,2019111000,9,CHI,run,middle,0
DET,74,2019111000,9,CHI,run,right,67
DET,75,2019111000,9,CHI,short pass,left,70
DET,76,2019111000,9,CHI,short pass,middle,80
DET,77,2019111000,9,CHI,short pass,right,34
DET,78,2019111000,9,CHI,long pass,left,38
DET,79,2019111000,9,CHI,long pass,middle,0
DET,80,2019111000,9,CHI,long pass,right,47
DET,81,2019111702,10,DAL,run,left,24
DET,82,2019111702,10,DAL,run,middle,81
DET,83,2019111702,10,DAL,run,right,17
DET,84,2019111702,10,DAL,short pass,left,29
DET,85,2019111702,10,DAL,short pass,middle,13
DET,86,2019111702,10,DAL,short pass,right,48
DET,87,2019111702,10,DAL,long pass,left,39
DET,88,2019111702,10,DAL,long pass,middle,59
DET,89,2019111702,10,DAL,long pass,right,21
DET,90,2019112407,11,WAS,run,left,57
DET,91,2019112407,11,WAS,run,middle,5
DET,92,2019112407,11,WAS,run,right,113
DET,93,2019112407,11,WAS,short pass,left,41
DET,94,2019112407,11,WAS,short pass,middle,77
DET,95,2019112407,11,WAS,short pass,right,68
DET,96,2019112407,11,WAS,long pass,left,0
DET,97,2019112407,11,WAS,long pass,middle,21
DET,98,2019112407,11,WAS,long pass,right,0
DET,99,2019112800,12,CHI,run,left,32
DET,100,2019112800,12,CHI,run,middle,42
DET,101,2019112800,12,CHI,run,right,31
DET,102,2019112800,12,CHI,short pass,left,24
DET,103,2019112800,12,CHI,short pass,middle,27
DET,104,2019112800,12,CHI,short pass,right,52
DET,105,2019112800,12,CHI,long pass,left,75
DET,106,2019112800,12,CHI,long pass,middle,68
DET,107,2019112800,12,CHI,long pass,right,34
DET,108,2019120805,13,MIN,run,left,15
DET,109,2019120805,13,MIN,run,middle,38
DET,110,2019120805,13,MIN,run,right,17
DET,111,2019120805,13,MIN,short pass,left,71
DET,112,2019120805,13,MIN,short pass,middle,18
DET,113,2019120805,13,MIN,short pass,right,57
DET,114,2019120805,13,MIN,long pass,left,0
DET,115,2019120805,13,MIN,long pass,middle,23
DET,116,2019120805,13,MIN,long pass,right,36
DET,117,2019121502,14,TB,run,left,43
DET,118,2019121502,14,TB,run,middle,4
DET,119,2019121502,14,TB,run,right,-1
DET,120,2019121502,14,TB,short pass,left,51
DET,121,2019121502,14,TB,short pass,middle,28
DET,122,2019121502,14,TB,short pass,right,61
DET,123,2019121502,14,TB,long pass,left,0
DET,124,2019121502,14,TB,long pass,middle,0
DET,125,2019121502,14,TB,long pass,right,120
DET,126,2019122200,15,DEN,run,left,37
DET,127,2019122200,15,DEN,run,middle,39
DET,128,2019122200,15,DEN,run,right,20
DET,129,2019122200,15,DEN,short pass,left,38
DET,130,2019122200,15,DEN,short pass,middle,24
DET,131,2019122200,15,DEN,short pass,right,20
DET,132,2019122200,15,DEN,long pass,left,0
DET,133,2019122200,15,DEN,long pass,middle,0
DET,134,2019122200,15,DEN,long pass,right,35
DET,135,2019122905,16,GB,run,left,44
DET,136,2019122905,16,GB,run,middle,77
DET,137,2019122905,16,GB,run,right,50
DET,138,2019122905,16,GB,short pass,left,37
DET,139,2019122905,16,GB,short pass,middle,0
DET,140,2019122905,16,GB,short pass,right,45
DET,141,2019122905,16,GB,long pass,left,0
DET,142,2019122905,16,GB,long pass,middle,59
DET,143,2019122905,16,GB,long pass,right,0
LAC,0,2019090807,1,IND,run,left,27
LAC,1,2019090807,1,IND,run,middle,25
LAC,2,2019090807,1,IND,run,right,73
LAC,3,2019090807,1,IND,short pass,left,49
LAC,4,2019090807,1,IND,short pass,middle,60
LAC,5,2019090807,1,IND,short pass,right,95
LAC,6,2019090807,1,IND,long pass,left,55
LAC,7,2019090807,1,IND,long pass,middle,57
LAC,8,2019090807,1,IND,long pass,right,17
LAC,9,2019091502,2,DET,run,left,44
LAC,10,2019091502,2,DET,run,middle,21
LAC,11,2019091502,2,DET,run,right,72
LAC,12,2019091502,2,DET,short pass,left,28
LAC,13,2019091502,2,DET,short pass,middle,0
LAC,14,2019091502,2,DET,short pass,right,80
LAC,15,2019091502,2,DET,long pass,left,70
LAC,16,2019091502,2,DET,long pass,middle,46
LAC,17,2019091502,2,DET,long pass,right,69
LAC,18,2019092210,3,HOU,run,left,25
LAC,19,2019092210,3,HOU,run,middle,25
LAC,20,2019092210,3,HOU,run,right,23
LAC,21,2019092210,3,HOU,short pass,left,118
LAC,22,2019092210,3,HOU,short pass,middle,54
LAC,23,2019092210,3,HOU,short pass,right,65
LAC,24,2019092210,3,HOU,long pass,left,0
LAC,25,2019092210,3,HOU,long pass,middle,0
LAC,26,2019092210,3,HOU,long pass,right,81
LAC,27,2019092906,4,MIA,run,left,34
LAC,28,2019092906,4,MIA,run,middle,8
LAC,29,2019092906,4,MIA,run,right,40
LAC,30,2019092906,4,MIA,short pass,left,93
LAC,31,2019092906,4,MIA,short pass,middle,77
LAC,32,2019092906,4,MIA,short pass,right,59
LAC,33,2019092906,4,MIA,long pass,left,49
LAC,34,2019092906,4,MIA,long pass,middle,19
LAC,35,2019092906,4,MIA,long pass,right,20
LAC,36,2019100610,5,DEN,run,left,25
LAC,37,2019100610,5,DEN,run,middle,-1
LAC,38,2019100610,5,DEN,run,right,11
LAC,39,2019100610,5,DEN,short pass,left,56
LAC,40,2019100610,5,DEN,short pass,middle,42
LAC,41,2019100610,5,DEN,short pass,right,93
LAC,42,2019100610,5,DEN,long pass,left,20
LAC,43,2019100610,5,DEN,long pass,middle,0
LAC,44,2019100610,5,DEN,long pass,right,0
LAC,45,2019101311,6,PIT,run,left,29
LAC,46,2019101311,6,PIT,run,middle,0
LAC,47,2019101311,6,PIT,run,right,3
LAC,48,2019101311,6,PIT,short pass,left,67
LAC,49,2019101311,6,PIT,short pass,middle,108
LAC,50,2019101311,6,PIT,short pass,right,35
LAC,51,2019101311,6,PIT,long pass,left,38
LAC,52,2019101311,6,PIT,long pass,middle,72
LAC,53,2019101311,6,PIT,long pass,right,0
LAC,54,2019102008,7,TEN,run,left,17
LAC,55,2019102008,7,TEN,run,middle,9
LAC,56,2019102008,7,TEN,run,right,13
LAC,57,2019102008,7,TEN,short pass,left,47
LAC,58,2019102008,7,TEN,short pass,middle,66
LAC,59,2019102008,7,TEN,short pass,right,94
LAC,60,2019102008,7,TEN,long pass,left,23
LAC,61,2019102008,7,TEN,long pass,middle,0
LAC,62,2019102008,7,TEN,long pass,right,99
LAC,63,2019102702,8,CHI,run,left,8
LAC,64,2019102702,8,CHI,run,middle,0
LAC,65,2019102702,8,CHI,run,right,28
LAC,66,2019102702,8,CHI,short pass,left,33
LAC,67,2019102702,8,CHI,short pass,middle,38
LAC,68,2019102702,8,CHI,short pass,right,50
LAC,69,2019102702,8,CHI,long pass,left,20
LAC,70,2019102702,8,CHI,long pass,middle,0
LAC,71,2019102702,8,CHI,long pass,right,60
LAC,72,2019110310,9,GB,run,left,75
LAC,73,2019110310,9,GB,run,middle,53
LAC,74,2019110310,9,GB,run,right,32
LAC,75,2019110310,9,GB,short pass,left,128
LAC,76,2019110310,9,GB,short pass,middle,55
LAC,77,2019110310,9,GB,short pass,right,46
LAC,78,2019110310,9,GB,long pass,left,0
LAC,79,2019110310,9,GB,long pass,middle,46
LAC,80,2019110310,9,GB,long pass,right,19
LAC,81,2019110700,10,OAK,run,left,32
LAC,82,2019110700,10,OAK,run,middle,29
LAC,83,2019110700,10,OAK,run,right,85
LAC,84,2019110700,10,OAK,short pass,left,32
LAC,85,2019110700,10,OAK,short pass,middle,55
LAC,86,2019110700,10,OAK,short pass,right,26
LAC,87,2019110700,10,OAK,long pass,left,0
LAC,88,2019110700,10,OAK,long pass,middle,94
LAC,89,2019110700,10,OAK,long pass,right,0
LAC,90,2019111800,11,KC,run,left,49
LAC,91,2019111800,11,KC,run,middle,5
LAC,92,2019111800,11,KC,run,right,39
LAC,93,2019111800,11,KC,short pass,left,27
LAC,94,2019111800,11,KC,short pass,middle,114
LAC,95,2019111800,11,KC,short pass,right,136
LAC,96,2019111800,11,KC,long pass,left,76
LAC,97,2019111800,11,KC,long pass,middle,0
LAC,98,2019111800,11,KC,long pass,right,0
LAC,99,2019120109,12,DEN,run,left,30
LAC,100,2019120109,12,DEN,run,middle,27
LAC,101,2019120109,12,DEN,run,right,58
LAC,102,2019120109,12,DEN,short pass,left,96
LAC,103,2019120109,12,DEN,short pass,middle,17
LAC,104,2019120109,12,DEN,short pass,right,26
LAC,105,2019120109,12,DEN,long pass,left,74
LAC,106,2019120109,12,DEN,long pass,middle,0
LAC,107,2019120109,12,DEN,long pass,right,52
LAC,108,2019120809,13,JAX,run,left,75
LAC,109,2019120809,13,JAX,run,middle,62
LAC,110,2019120809,13,JAX,run,right,60
LAC,111,2019120809,13,JAX,short pass,left,33
LAC,112,2019120809,13,JAX,short pass,middle,65
LAC,113,2019120809,13,JAX,short pass,right,168
LAC,114,2019120809,13,JAX,long pass,left,30
LAC,115,2019120809,13,JAX,long pass,middle,44
LAC,116,2019120809,13,JAX,long pass,right,0
LAC,117,2019121513,14,MIN,run,left,5
LAC,118,2019121513,14,MIN,run,middle,19
LAC,119,2019121513,14,MIN,run,right,38
LAC,120,2019121513,14,MIN,short pass,left,70
LAC,121,2019121513,14,MIN,short pass,middle,58
LAC,122,2019121513,14,MIN,short pass,right,51
LAC,123,2019121513,14,MIN,long pass,left,90
LAC,124,2019121513,14,MIN,long pass,middle,19
LAC,125,2019121513,14,MIN,long pass,right,19
LAC,126,2019122201,15,OAK,run,left,8
LAC,127,2019122201,15,OAK,run,middle,1
LAC,128,2019122201,15,OAK,run,right,11
LAC,129,2019122201,15,OAK,short pass,left,71
LAC,130,2019122201,15,OAK,short pass,middle,48
LAC,131,2019122201,15,OAK,short pass,right,101
LAC,132,2019122201,15,OAK,long pass,left,39
LAC,133,2019122201,15,OAK,long pass,middle,0
LAC,134,2019122201,15,OAK,long pass,right,20
LAC,135,2019122908,16,KC,run,left,45
LAC,136,2019122908,16,KC,run,middle,11
LAC,137,2019122908,16,KC,run,right,52
LAC,138,2019122908,16,KC,short pass,left,103
LAC,139,2019122908,16,KC,short pass,middle,70
LAC,140,2019122908,16,KC,short pass,right,67
LAC,141,2019122908,16,KC,long pass,left,0
LAC,142,2019122908,16,KC,long pass,middle,19
LAC,143,2019122908,16,KC,long pass,right,22
DAL,0,2019090810,1,NYG,run,left,39
DAL,1,2019090810,1,NYG,run,middle,12
DAL,2,2019090810,1,NYG,run,right,40
DAL,3,2019090810,1,NYG,short pass,left,99
DAL,4,2019090810,1,NYG,short pass,middle,90
DAL,5,2019090810,1,NYG,short pass,right,61
DAL,6,2019090810,1,NYG,long pass,left,57
DAL,7,2019090810,1,NYG,long pass,middle,98
DAL,8,2019090810,1,NYG,long pass,right,0
DAL,9,2019091509,2,WAS,run,left,74
DAL,10,2019091509,2,WAS,run,middle,70
DAL,11,2019091509,2,WAS,run,right,70
DAL,12,2019091509,2,WAS,short pass,left,36
DAL,13,2019091509,2,WAS,short pass,middle,70
DAL,14,2019091509,2,WAS,short pass,right,72
DAL,15,2019091509,2,WAS,long pass,left,22
DAL,16,2019091509,2,WAS,long pass,middle,69
DAL,17,2019091509,2,WAS,long pass,right,0
DAL,18,2019092201,3,MIA,run,left,119
DAL,19,2019092201,3,MIA,run,middle,63
DAL,20,2019092201,3,MIA,run,right,54
DAL,21,2019092201,3,MIA,short pass,left,47
DAL,22,2019092201,3,MIA,short pass,middle,5
DAL,23,2019092201,3,MIA,short pass,right,72
DAL,24,2019092201,3,MIA,long pass,left,0
DAL,25,2019092201,3,MIA,long pass,middle,56
DAL,26,2019092201,3,MIA,long pass,right,66
DAL,27,2019092912,4,NO,run,left,28
DAL,28,2019092912,4,NO,run,middle,0
DAL,29,2019092912,4,NO,run,right,17
DAL,30,2019092912,4,NO,short pass,left,47
DAL,31,2019092912,4,NO,short pass,middle,53
DAL,32,2019092912,4,NO,short pass,right,56
DAL,33,2019092912,4,NO,long pass,left,0
DAL,34,2019092912,4,NO,long pass,middle,67
DAL,35,2019092912,4,NO,long pass,right,0
DAL,36,2019100611,5,GB,run,left,47
DAL,37,2019100611,5,GB,run,middle,49
DAL,38,2019100611,5,GB,run,right,26
DAL,39,2019100611,5,GB,short pass,left,97
DAL,40,2019100611,5,GB,short pass,middle,70
DAL,41,2019100611,5,GB,short pass,right,84
DAL,42,2019100611,5,GB,long pass,left,54
DAL,43,2019100611,5,GB,long pass,middle,23
DAL,44,2019100611,5,GB,long pass,right,135
DAL,45,2019101310,6,NYJ,run,left,92
DAL,46,2019101310,6,NYJ,run,middle,4
DAL,47,2019101310,6,NYJ,run,right,33
DAL,48,2019101310,6,NYJ,short pass,left,115
DAL,49,2019101310,6,NYJ,short pass,middle,57
DAL,50,2019101310,6,NYJ,short pass,right,70
DAL,51,2019101310,6,NYJ,long pass,left,36
DAL,52,2019101310,6,NYJ,long pass,middle,0
DAL,53,2019101310,6,NYJ,long pass,right,0
DAL,54,2019102011,7,PHI,run,left,54
DAL,55,2019102011,7,PHI,run,middle,26
DAL,56,2019102011,7,PHI,run,right,109
DAL,57,2019102011,7,PHI,short pass,left,26
DAL,58,2019102011,7,PHI,short pass,middle,22
DAL,59,2019102011,7,PHI,short pass,right,119
DAL,60,2019102011,7,PHI,long pass,left,44
DAL,61,2019102011,7,PHI,long pass,middle,0
DAL,62,2019102011,7,PHI,long pass,right,28
DAL,63,2019110400,8,NYG,run,left,59
DAL,64,2019110400,8,NYG,run,middle,21
DAL,65,2019110400,8,NYG,run,right,92
DAL,66,2019110400,8,NYG,short pass,left,63
DAL,67,2019110400,8,NYG,short pass,middle,35
DAL,68,2019110400,8,NYG,short pass,right,90
DAL,69,2019110400,8,NYG,long pass,left,24
DAL,70,2019110400,8,NYG,long pass,middle,45
DAL,71,2019110400,8,NYG,long pass,right,0
DAL,72,2019111010,9,MIN,run,left,27
DAL,73,2019111010,9,MIN,run,middle,6
DAL,74,2019111010,9,MIN,run,right,17
DAL,75,2019111010,9,MIN,short pass,left,130
DAL,76,2019111010,9,MIN,short pass,middle,39
DAL,77,2019111010,9,MIN,short pass,right,122
DAL,78,2019111010,9,MIN,long pass,left,24
DAL,79,2019111010,9,MIN,long pass,middle,20
DAL,80,2019111010,9,MIN,long pass,right,62
DAL,81,2019111702,10,DET,run,left,38
DAL,82,2019111702,10,DET,run,middle,32
DAL,83,2019111702,10,DET,run,right,8
DAL,84,2019111702,10,DET,short pass,left,48
DAL,85,2019111702,10,DET,short pass,middle,99
DAL,86,2019111702,10,DET,short pass,right,132
DAL,87,2019111702,10,DET,long pass,left,72
DAL,88,2019111702,10,DET,long pass,middle,19
DAL,89,2019111702,10,DET,long pass,right,74
DAL,90,2019112409,11,NE,run,left,37
DAL,91,2019112409,11,NE,run,middle,35
DAL,92,2019112409,11,NE,run,right,37
DAL,93,2019112409,11,NE,short pass,left,54
DAL,94,2019112409,11,NE,short pass,middle,35
DAL,95,2019112409,11,NE,short pass,right,42
DAL,96,2019112409,11,NE,long pass,left,59
DAL,97,2019112409,11,NE,long pass,middle,22
DAL,98,2019112409,11,NE,long pass,right,0
DAL,99,2019112801,12,BUF,run,left,41
DAL,100,2019112801,12,BUF,run,middle,15
DAL,101,2019112801,12,BUF,run,right,47
DAL,102,2019112801,12,BUF,short pass,left,84
DAL,103,2019112801,12,BUF,short pass,middle,101
DAL,104,2019112801,12,BUF,short pass,right,112
DAL,105,2019112801,12,BUF,long pass,left,0
DAL,106,2019112801,12,BUF,long pass,middle,58
DAL,107,2019112801,12,BUF,long pass,right,0
DAL,108,2019120500,13,CHI,run,left,33
DAL,109,2019120500,13,CHI,run,middle,0
DAL,110,2019120500,13,CHI,run,right,50
DAL,111,2019120500,13,CHI,short pass,left,26
DAL,112,2019120500,13,CHI,short pass,middle,95
DAL,113,2019120500,13,CHI,short pass,right,64
DAL,114,2019120500,13,CHI,long pass,left,81
DAL,115,2019120500,13,CHI,long pass,middle,44
DAL,116,2019120500,13,CHI,long pass,right,24
DAL,117,2019121511,14,LA,run,left,121
DAL,118,2019121511,14,LA,run,middle,44
DAL,119,2019121511,14,LA,run,right,99
DAL,120,2019121511,14,LA,short pass,left,41
DAL,121,2019121511,14,LA,short pass,middle,6
DAL,122,2019121511,14,LA,short pass,right,87
DAL,123,2019121511,14,LA,long pass,left,59
DAL,124,2019121511,14,LA,long pass,middle,19
DAL,125,2019121511,14,LA,long pass,right,0
DAL,126,2019122212,15,PHI,run,left,46
DAL,127,2019122212,15,PHI,run,middle,1
DAL,128,2019122212,15,PHI,run,right,7
DAL,129,2019122212,15,PHI,short pass,left,38
DAL,130,2019122212,15,PHI,short pass,middle,63
DAL,131,2019122212,15,PHI,short pass,right,67
DAL,132,2019122212,15,PHI,long pass,left,79
DAL,133,2019122212,15,PHI,long pass,middle,0
DAL,134,2019122212,15,PHI,long pass,right,18
DAL,135,2019122904,16,WAS,run,left,91
DAL,136,2019122904,16,WAS,run,middle,35
DAL,137,2019122904,16,WAS,run,right,98
DAL,138,2019122904,16,WAS,short pass,left,149
DAL,139,2019122904,16,WAS,short pass,middle,62
DAL,140,2019122904,16,WAS,short pass,right,44
DAL,141,2019122904,16,WAS,long pass,left,48
DAL,142,2019122904,16,WAS,long pass,middle,0
DAL,143,2019122904,16,WAS,long pass,right,0
SEA,0,2019090808,1,CIN,run,left,43
SEA,1,2019090808,1,CIN,run,middle,10
SEA,2,2019090808,1,CIN,run,right,21
SEA,3,2019090808,1,CIN,short pass,left,45
SEA,4,2019090808,1,CIN,short pass,middle,24
SEA,5,2019090808,1,CIN,short pass,right,15
SEA,6,2019090808,1,CIN,long pass,left,42
SEA,7,2019090808,1,CIN,long pass,middle,69
SEA,8,2019090808,1,CIN,long pass,right,0
SEA,9,2019091507,2,PIT,run,left,21
SEA,10,2019091507,2,PIT,run,middle,45
SEA,11,2019091507,2,PIT,run,right,88
SEA,12,2019091507,2,PIT,short pass,left,89
SEA,13,2019091507,2,PIT,short pass,middle,91
SEA,14,2019091507,2,PIT,short pass,right,92
SEA,15,2019091507,2,PIT,long pass,left,28
SEA,16,2019091507,2,PIT,long pass,middle,0
SEA,17,2019091507,2,PIT,long pass,right,0
SEA,18,2019092211,3,NO,run,left,43
SEA,19,2019092211,3,NO,run,middle,18
SEA,20,2019092211,3,NO,run,right,47
SEA,21,2019092211,3,NO,short pass,left,88
SEA,22,2019092211,3,NO,short pass,middle,51
SEA,23,2019092211,3,NO,short pass,right,42
SEA,24,2019092211,3,NO,long pass,left,161
SEA,25,2019092211,3,NO,long pass,middle,64
SEA,26,2019092211,3,NO,long pass,right,0
SEA,27,2019092908,4,ARI,run,left,30
SEA,28,2019092908,4,ARI,run,middle,74
SEA,29,2019092908,4,ARI,run,right,11
SEA,30,2019092908,4,ARI,short pass,left,117
SEA,31,2019092908,4,ARI,short pass,middle,61
SEA,32,2019092908,4,ARI,short pass,right,17
SEA,33,2019092908,4,ARI,long pass,left,45
SEA,34,2019092908,4,ARI,long pass,middle,0
SEA,35,2019092908,4,ARI,long pass,right,0
SEA,36,2019100300,5,LA,run,left,70
SEA,37,2019100300,5,LA,run,middle,44
SEA,38,2019100300,5,LA,run,right,55
SEA,39,2019100300,5,LA,short pass,left,60
SEA,40,2019100300,5,LA,short pass,middle,0
SEA,41,2019100300,5,LA,short pass,right,58
SEA,42,2019100300,5,LA,long pass,left,25
SEA,43,2019100300,5,LA,long pass,middle,0
SEA,44,2019100300,5,LA,long pass,right,125
SEA,45,2019101302,6,CLE,run,left,46
SEA,46,2019101302,6,CLE,run,middle,15
SEA,47,2019101302,6,CLE,run,right,111
SEA,48,2019101302,6,CLE,short pass,left,92
SEA,49,2019101302,6,CLE,short pass,middle,60
SEA,50,2019101302,6,CLE,short pass,right,106
SEA,51,2019101302,6,CLE,long pass,left,20
SEA,52,2019101302,6,CLE,long pass,middle,0
SEA,53,2019101302,6,CLE,long pass,right,17
SEA,54,2019102010,7,BAL,run,left,59
SEA,55,2019102010,7,BAL,run,middle,10
SEA,56,2019102010,7,BAL,run,right,37
SEA,57,2019102010,7,BAL,short pass,left,52
SEA,58,2019102010,7,BAL,short pass,middle,38
SEA,59,2019102010,7,BAL,short pass,right,33
SEA,60,2019102010,7,BAL,long pass,left,37
SEA,61,2019102010,7,BAL,long pass,middle,81
SEA,62,2019102010,7,BAL,long pass,right,0
SEA,63,2019102700,8,ATL,run,left,75
SEA,64,2019102700,8,ATL,run,middle,0
SEA,65,2019102700,8,ATL,run,right,78
SEA,66,2019102700,8,ATL,short pass,left,48
SEA,67,2019102700,8,ATL,short pass,middle,10
SEA,68,2019102700,8,ATL,short pass,right,64
SEA,69,2019102700,8,ATL,long pass,left,39
SEA,70,2019102700,8,ATL,long pass,middle,21
SEA,71,2019102700,8,ATL,long pass,right,0
SEA,72,2019110308,9,TB,run,left,47
SEA,73,2019110308,9,TB,run,middle,16
SEA,74,2019110308,9,TB,run,right,82
SEA,75,2019110308,9,TB,short pass,left,118
SEA,76,2019110308,9,TB,short pass,middle,17
SEA,77,2019110308,9,TB,short pass,right,72
SEA,78,2019110308,9,TB,long pass,left,47
SEA,79,2019110308,9,TB,long pass,middle,22
SEA,80,2019110308,9,TB,long pass,right,102
SEA,81,2019111100,10,SF,run,left,58
SEA,82,2019111100,10,SF,run,middle,13
SEA,83,2019111100,10,SF,run,right,76
SEA,84,2019111100,10,SF,short pass,left,133
SEA,85,2019111100,10,SF,short pass,middle,16
SEA,86,2019111100,10,SF,short pass,right,55
SEA,87,2019111100,10,SF,long pass,left,0
SEA,88,2019111100,10,SF,long pass,middle,0
SEA,89,2019111100,10,SF,long pass,right,28
SEA,90,2019112411,11,PHI,run,left,88
SEA,91,2019112411,11,PHI,run,middle,76
SEA,92,2019112411,11,PHI,run,right,11
SEA,93,2019112411,11,PHI,short pass,left,19
SEA,94,2019112411,11,PHI,short pass,middle,17
SEA,95,2019112411,11,PHI,short pass,right,62
SEA,96,2019112411,11,PHI,long pass,left,31
SEA,97,2019112411,11,PHI,long pass,middle,38
SEA,98,2019112411,11,PHI,long pass,right,33
SEA,99,2019120200,12,MIN,run,left,63
SEA,100,2019120200,12,MIN,run,middle,39
SEA,101,2019120200,12,MIN,run,right,117
SEA,102,2019120200,12,MIN,short pass,left,73
SEA,103,2019120200,12,MIN,short pass,middle,62
SEA,104,2019120200,12,MIN,short pass,right,45
SEA,105,2019120200,12,MIN,long pass,left,60
SEA,106,2019120200,12,MIN,long pass,middle,0
SEA,107,2019120200,12,MIN,long pass,right,0
SEA,108,2019120813,13,LA,run,left,14
SEA,109,2019120813,13,LA,run,middle,69
SEA,110,2019120813,13,LA,run,right,23
SEA,111,2019120813,13,LA,short pass,left,61
SEA,112,2019120813,13,LA,short pass,middle,92
SEA,113,2019120813,13,LA,short pass,right,34
SEA,114,2019120813,13,LA,long pass,left,35
SEA,115,2019120813,13,LA,long pass,middle,23
SEA,116,2019120813,13,LA,long pass,right,0
SEA,117,2019121500,14,CAR,run,left,79
SEA,118,2019121500,14,CAR,run,middle,50
SEA,119,2019121500,14,CAR,run,right,27
SEA,120,2019121500,14,CAR,short pass,left,40
SEA,121,2019121500,14,CAR,short pass,middle,15
SEA,122,2019121500,14,CAR,short pass,right,74
SEA,123,2019121500,14,CAR,long pass,left,80
SEA,124,2019121500,14,CAR,long pass,middle,0
SEA,125,2019121500,14,CAR,long pass,right,77
SEA,126,2019122213,15,ARI,run,left,47
SEA,127,2019122213,15,ARI,run,middle,6
SEA,128,2019122213,15,ARI,run,right,38
SEA,129,2019122213,15,ARI,short pass,left,29
SEA,130,2019122213,15,ARI,short pass,middle,62
SEA,131,2019122213,15,ARI,short pass,right,78
SEA,132,2019122213,15,ARI,long pass,left,0
SEA,133,2019122213,15,ARI,long pass,middle,0
SEA,134,2019122213,15,ARI,long pass,right,0
SEA,135,2019122915,16,SF,run,left,92
SEA,136,2019122915,16,SF,run,middle,3
SEA,137,2019122915,16,SF,run,right,30
