abbr_player_name,full_player_name,gsis_id,position,season,season_type,team
K.Juszczyk,Kyle Juszczyk,00-0029892,FB,2017,reg,SF
K.Rudolph,Kyle Rudolph,00-0027981,TE,2017,reg,MIN
L.Miller,Lamar Miller,00-0029615,RB,2017,reg,HOU
L.Dunbar,Lance Dunbar,00-0029004,RB,2017,reg,LA
L.Kendricks,Lance Kendricks,00-0027985,TE,2017,reg,GB
L.Jones,Landry Jones,00-0030524,QB,2017,reg,PIT
L.Treadwell,Laquon Treadwell,00-0032951,WR,2017,reg,MIN
L.Fitzgerald,Larry Fitzgerald,00-0022921,WR,2017,reg,ARI
L.Pinkard,Larry Pinkard,00-0031834,WR,2017,reg,JAX
L.Murray,Latavius Murray,00-0030513,RB,2017,reg,MIN
L.Thomas,Lawrence Thomas,00-0032740,FB,2017,reg,NYJ
L.Bell,Le'Veon Bell,00-0030496,RB,2017,reg,PIT
L.Smith,Lee Smith,00-0028097,TE,2017,reg,OAK
L.Blount,LeGarrette Blount,00-0027325,RB,2017,reg,PHI
L.Fournette,Leonard Fournette,00-0033856,RB,2017,reg,JAX
L.Carroo,Leonte Carroo,00-0033060,WR,2017,reg,MIA
L.McCoy,LeSean McCoy,00-0027029,RB,2017,reg,BUF
L.Daniels,LeShun Daniels,00-0033384,RB,2017,reg,WAS
L.Toilolo,Levine Toilolo,00-0030443,TE,2017,reg,ATL
L.Paulsen,Logan Paulsen,00-0027215,TE,2017,reg,SF
L.Thomas,Logan Thomas,00-0031260,TE,2017,reg,BUF
L.Murphy,Louis Murphy,00-0027089,WR,2017,reg,SF
L.Stocker,Luke Stocker,00-0028042,TE,2017,reg,TEN
L.Willson,Luke Willson,00-0030089,TE,2017,reg,SEA
M.Hollins,Mack Hollins,00-0033555,WR,2017,reg,PHI
M.Brown,Malcolm Brown,00-0031806,RB,2017,reg,LA
M.Lewis,Marcedes Lewis,00-0024243,TE,2017,reg,JAX
M.Johnson,Marcus Johnson,00-0032980,WR,2017,reg,PHI
M.Mariota,Marcus Mariota,00-0032268,QB,2017,reg,TEN
M.Murphy,Marcus Murphy,00-0031959,RB,2017,reg,BUF
M.Ingram,Mark Ingram,00-0027966,RB,2017,reg,NO
M.Wheaton,Markus Wheaton,00-0030460,WR,2017,reg,CHI
M.Mack,Marlon Mack,00-0033951,RB,2017,reg,IND
M.Lee,Marqise Lee,00-0031431,WR,2017,reg,JAX
M.Gray,MarQueis Gray,00-0029878,TE,2017,reg,MIA
M.Bundy,Marquis Bundy,00-0033087,WR,2017,reg,NYG
M.Goodwin,Marquise Goodwin,00-0030068,WR,2017,reg,SF
M.Lynch,Marshawn Lynch,00-0025399,RB,2017,reg,OAK
M.Bryant,Martavis Bryant,00-0031373,WR,2017,reg,PIT
M.Bennett,Martellus Bennett,00-0026201,TE,2017,reg,NE
M.Hall,Marvin Hall,00-0033094,WR,2017,reg,ATL
M.Jones,Marvin Jones,00-0029293,WR,2017,reg,DET
M.Breida,Matt Breida,00-0033308,RB,2017,reg,SF
M.Cassel,Matt Cassel,00-0023662,QB,2017,reg,TEN
M.Dayes,Matt Dayes,00-0033596,RB,2017,reg,CLE
M.Forte,Matt Forte,00-0026184,RB,2017,reg,NYJ
M.Jones,Matt Jones,00-0031939,RB,2017,reg,IND
M.Moore,Matt Moore,00-0025708,QB,2017,reg,MIA
M.Ryan,Matt Ryan,00-0026143,QB,2017,reg,ATL
M.Stafford,Matthew Stafford,00-0026498,QB,2017,reg,DET
M.Harris,Maurice Harris,00-0032362,WR,2017,reg,WAS
M.Williams,Maxx Williams,00-0031558,TE,2017,reg,BAL
M.Gordon,Melvin Gordon,00-0032144,RB,2017,reg,LAC
M.Burton,Michael Burton,00-0031595,FB,2017,reg,CHI
M.Campanaro,Michael Campanaro,00-0031025,WR,2017,reg,BAL
M.Clark,Michael Clark,00-0033352,WR,2017,reg,GB
M.Crabtree,Michael Crabtree,00-0026986,WR,2017,reg,OAK
M.Floyd,Michael Floyd,00-0029638,WR,2017,reg,MIN
M.Hoomanawanui,Michael Hoomanawanui,00-0027732,TE,2017,reg,NO
M.Roberts,Michael Roberts,00-0033559,TE,2017,reg,DET
M.Thomas,Michael Thomas,00-0032765,WR,2017,reg,NO
M.Davis,Mike Davis,00-0032063,RB,2017,reg,SEA
M.Evans,Mike Evans,00-0031408,WR,2017,reg,TB
M.Gillislee,Mike Gillislee,00-0030433,RB,2017,reg,NE
M.Glennon,Mike Glennon,00-0030520,QB,2017,reg,CHI
M.Thomas,Mike Thomas,00-0033114,WR,2017,reg,LA
M.Tolbert,Mike Tolbert,00-0026069,FB,2017,reg,BUF
M.Wallace,Mike Wallace,00-0026901,WR,2017,reg,BAL
M.Williams,Mike Williams,00-0033536,WR,2017,reg,LAC
M.Trubisky,Mitchell Trubisky,00-0033869,QB,2017,reg,CHI
M.Sanu,Mohamed Sanu,00-0029632,WR,2017,reg,ATL
N.Sudfeld,Nate Sudfeld,00-0032792,QB,2017,reg,PHI
N.Peterman,Nathan Peterman,00-0033958,QB,2017,reg,BUF
N.Sterling,Neal Sterling,00-0032120,WR,2017,reg,NYJ
N.Agholor,Nelson Agholor,00-0031549,WR,2017,reg,PHI
N.Boyle,Nick Boyle,00-0031598,TE,2017,reg,BAL
N.Foles,Nick Foles,00-0029567,QB,2017,reg,PHI
N.O'Leary,Nick O'Leary,00-0032117,TE,2017,reg,BUF
N.Vannett,Nick Vannett,00-0032394,TE,2017,reg,SEA
N.Williams,Nick Williams,00-0029848,WR,2017,reg,ATL
N.Paul,Niles Paul,00-0028093,TE,2017,reg,WAS
N.Brown,Noah Brown,00-0033591,WR,2017,reg,DAL
O.Howard,O.J. Howard,00-0033879,TE,2017,reg,TB
O.Beckham,Odell Beckham,00-0031235,WR,2017,reg,NYG
O.Darkwa,Orleans Darkwa,00-0030860,RB,2017,reg,NYG
O.Charles,Orson Charles,00-0029414,TE,2017,reg,KC
P.DiMarco,Patrick DiMarco,00-0028581,FB,2017,reg,BUF
P.Mahomes,Patrick Mahomes,00-0033873,QB,2017,reg,KC
P.Perkins,Paul Perkins,00-0032417,RB,2017,reg,NYG
P.Richardson,Paul Richardson,00-0031257,WR,2017,reg,SEA
P.Lynch,Paxton Lynch,00-0033108,QB,2017,reg,DEN
P.Barber,Peyton Barber,00-0032741,RB,2017,reg,TB
P.Cooper,Pharoh Cooper,00-0033111,WR,2017,reg,LA
P.Rivers,Philip Rivers,00-0022942,QB,2017,reg,LAC
P.Dorsett,Phillip Dorsett,00-0032208,WR,2017,reg,NE
P.Supernaw,Phillip Supernaw,00-0028987,TE,2017,reg,TEN
P.Garcon,Pierre Garcon,00-0026345,WR,2017,reg,SF
R.Mostert,Raheem Mostert,00-0031687,RB,2017,reg,SF
R.Cobb,Randall Cobb,00-0028002,WR,2017,reg,GB
R.Telfer,Randall Telfer,00-0031533,TE,2017,reg,CLE
R.Higgins,Rashard Higgins,00-0032977,WR,2017,reg,CLE
R.Burkhead,Rex Burkhead,00-0030288,RB,2017,reg,NE
R.Ellison,Rhett Ellison,00-0029587,TE,2017,reg,NYG
R.Louis,Ricardo Louis,00-0033079,WR,2017,reg,CLE
R.Rodgers,Richard Rodgers,00-0031384,TE,2017,reg,GB
R.Seals-Jones,Ricky Seals-Jones,00-0033611,TE,2017,reg,ARI
R.Matthews,Rishard Matthews,00-0029580,WR,2017,reg,TEN
R.Gronkowski,Rob Gronkowski,00-0027656,TE,2017,reg,NE
R.Kelley,Rob Kelley,00-0032371,RB,2017,reg,WAS
R.Anderson,Robby Anderson,00-0032688,WR,2017,reg,NYJ
R.Turbin,Robert Turbin,00-0029273,RB,2017,reg,IND
R.Woods,Robert Woods,00-0030431,WR,2017,reg,LA
R.Smith,Rod Smith,00-0031900,RB,2017,reg,DAL
R.Lewis,Roger Lewis,00-0032659,WR,2017,reg,NYG
R.Nix,Roosevelt Nix,00-0030741,FB,2017,reg,PIT
R.Travis,Ross Travis,00-0032319,TE,2017,reg,IND
R.Shepard,Russell Shepard,00-0030147,WR,2017,reg,CAR
R.Wilson,Russell Wilson,00-0029263,QB,2017,reg,SEA
R.Fitzpatrick,Ryan Fitzpatrick,00-0023682,QB,2017,reg,TB
R.Grant,Ryan Grant,00-0031068,WR,2017,reg,WAS
R.Griffin,Ryan Griffin,00-0030108,TE,2017,reg,HOU
R.Hewitt,Ryan Hewitt,00-0030780,TE,2017,reg,CIN
R.Malleck,Ryan Malleck,00-0032650,TE,2017,reg,HOU
R.Mallett,Ryan Mallett,00-0028012,QB,2017,reg,BAL
R.Switzer,Ryan Switzer,00-0033562,WR,2017,reg,DAL
S.Bradford,Sam Bradford,00-0027854,QB,2017,reg,MIN
S.Perine,Samaje Perine,00-0033526,RB,2017,reg,WAS
S.Coates,Sammie Coates,00-0032166,WR,2017,reg,CLE
S.Watkins,Sammy Watkins,00-0031325,WR,2017,reg,LA
S.Tolzien,Scott Tolzien,00-0028595,QB,2017,reg,IND
S.Mannion,Sean Mannion,00-0032245,QB,2017,reg,LA
S.McGrath,Sean McGrath,00-0029391,TE,2017,reg,LAC
S.Perry,Senorise Perry,00-0031209,RB,2017,reg,MIA
S.DeValve,Seth DeValve,00-0033080,TE,2017,reg,CLE
S.Roberts,Seth Roberts,00-0031166,WR,2017,reg,OAK
S.Vereen,Shane Vereen,00-0027994,RB,2017,reg,NYG
S.Gibson,Shelton Gibson,00-0033573,WR,2017,reg,PHI
S.Coley,Stacy Coley,00-0033968,WR,2017,reg,MIN
S.Diggs,Stefon Diggs,00-0031588,WR,2017,reg,MIN
S.Anderson,Stephen Anderson,00-0032725,TE,2017,reg,HOU
S.Shepard,Sterling Shepard,00-0032385,WR,2017,reg,NYG
S.Ridley,Stevan Ridley,00-0028011,RB,2017,reg,PIT
T.Jones,T.J. Jones,00-0031189,WR,2017,reg,DET
T.Yates,T.J. Yates,00-0028090,QB,2017,reg,HOU
T.Yeldon,T.J. Yeldon,00-0032209,RB,2017,reg,JAX
T.Hilton,T.Y. Hilton,00-0029608,WR,2017,reg,IND
T.Gentry,Tanner Gentry,00-0033633,WR,2017,reg,CHI
T.McEvoy,Tanner McEvoy,00-0032475,WR,2017,reg,SEA
T.Cohen,Tarik Cohen,00-0033556,RB,2017,reg,CHI
T.King,Tavarres King,00-0030091,WR,2017,reg,NYG
T.Austin,Tavon Austin,00-0030525,WR,2017,reg,LA
T.Gabriel,Taylor Gabriel,00-0031228,WR,2017,reg,ATL
T.Heinicke,Taylor Heinicke,00-0031800,QB,2017,reg,HOU
T.Taylor,Taywan Taylor,00-0033911,WR,2017,reg,TEN
T.Ginn,Ted Ginn,00-0025396,WR,2017,reg,NO
T.Bridgewater,Teddy Bridgewater,00-0031237,QB,2017,reg,MIN
T.West,Terrance West,00-0031375,RB,2017,reg,BAL
T.Williams,Terrance Williams,00-0030542,WR,2017,reg,DAL
T.Watson,Terrell Watson,00-0031793,RB,2017,reg,PIT
T.Pryor,Terrelle Pryor,00-0028825,WR,2017,reg,WAS
T.Ward,Terron Ward,00-0031682,RB,2017,reg,ATL
T.Coleman,Tevin Coleman,00-0032058,RB,2017,reg,ATL
T.Riddick,Theo Riddick,00-0030107,RB,2017,reg,DET
T.Rawls,Thomas Rawls,00-0031897,RB,2017,reg,SEA
T.Green,Tion Green,00-0033748,RB,2017,reg,DET
T.Gurley,Todd Gurley,00-0032241,RB,2017,reg,LA
T.Brady,Tom Brady,00-0019596,QB,2017,reg,NE
T.Savage,Tom Savage,00-0031064,QB,2017,reg,HOU
T.Bohanon,Tommy Bohanon,00-0030112,FB,2017,reg,JAX
T.Lewis,Tommylee Lewis,00-0032881,WR,2017,reg,NO
T.Smith,Torrey Smith,00-0027996,WR,2017,reg,PHI
T.Cadet,Travaris Cadet,00-0029205,RB,2017,reg,BUF
T.Benjamin,Travis Benjamin,00-0029269,WR,2017,reg,LAC
T.Kelce,Travis Kelce,00-0030506,TE,2017,reg,KC
T.Rudolph,Travis Rudolph,00-0033717,WR,2017,reg,NYG
T.Taylor,Trent Taylor,00-0033292,WR,2017,reg,SF
T.Davis,Trevor Davis,00-0032423,WR,2017,reg,GB
T.Siemian,Trevor Siemian,00-0032156,QB,2017,reg,DEN
T.Burton,Trey Burton,00-0030710,TE,2017,reg,PHI
T.Edmunds,Trey Edmunds,00-0033838,RB,2017,reg,NO
T.Niklas,Troy Niklas,00-0031044,TE,2017,reg,ARI
T.Montgomery,Ty Montgomery,00-0032200,RB,2017,reg,GB
T.Boyd,Tyler Boyd,00-0033009,WR,2017,reg,CIN
T.Bray,Tyler Bray,00-0030151,QB,2017,reg,KC
T.Eifert,Tyler Eifert,00-0030549,TE,2017,reg,CIN
T.Ervin,Tyler Ervin,00-0032404,RB,2017,reg,HOU
T.Higbee,Tyler Higbee,00-0033110,TE,2017,reg,LA
T.Kroft,Tyler Kroft,00-0032214,TE,2017,reg,CIN
T.Lockett,Tyler Lockett,00-0032211,WR,2017,reg,SEA
T.Hill,Tyreek Hill,00-0033040,WR,2017,reg,KC
T.Williams,Tyrell Williams,00-0032160,WR,2017,reg,LAC
T.Taylor,Tyrod Taylor,00-0028118,QB,2017,reg,BUF
V.McDonald,Vance McDonald,00-0030470,TE,2017,reg,PIT
V.Davis,Vernon Davis,00-0024221,TE,2017,reg,WAS
V.Mayle,Vince Mayle,00-0032188,WR,2017,reg,BAL
V.Green,Virgil Green,00-0028142,TE,2017,reg,DEN
W.Gallman,Wayne Gallman,00-0033950,RB,2017,reg,NYG
W.Smallwood,Wendell Smallwood,00-0032782,RB,2017,reg,PHI
W.Fuller,Will Fuller,00-0033127,WR,2017,reg,HOU
W.Snead,Willie Snead,00-0030663,WR,2017,reg,NO
X.Grimble,Xavier Grimble,00-0031035,TE,2017,reg,PIT
Z.Ertz,Zach Ertz,00-0030061,TE,2017,reg,PHI
Z.Line,Zach Line,00-0029931,RB,2017,reg,NO
Z.Miller,Zach Miller,00-0027125,TE,2017,reg,CHI
Z.Zenner,Zach Zenner,00-0031665,RB,2017,reg,DET
Z.Jones,Zay Jones,00-0033891,WR,2017,reg,BUF
A.Feeley,A.J. Feeley,00-0020305,QB,2011,reg,STL
A.Green,A.J. Green,00-0027942,WR,2011,reg,CIN
A.Brown,Aaron Brown,00-0027129,RB,2011,reg,DET
A.Hernandez,Aaron Hernandez,00-0027713,TE,2011,reg,NE
A.Rodgers,Aaron Rodgers,00-0023459,QB,2011,reg,GB
A.Arrington,Adrian Arrington,00-0026377,WR,2011,reg,NO
A.Peterson,Adrian Peterson,00-0025394,RB,2011,reg,MIN
A.Bradshaw,Ahmad Bradshaw,00-0025637,RB,2011,reg,NYG
A.Hall,Ahmard Hall,00-0024489,FB,2011,reg,TEN
A.Green,Alex Green,00-0028034,RB,2011,reg,GB
A.Smith,Alex Smith,00-0023506,TE,2011,reg,CLE
A.Smith,Alex Smith,00-0023436,QB,2011,reg,SF
A.Smith,Alfonso Smith,00-0027346,RB,2011,reg,ARI
A.Reisner,Allen Reisner,00-0028267,TE,2011,reg,MIN
A.Caldwell,Andre Caldwell,00-0026237,WR,2011,reg,CIN
A.Johnson,Andre Johnson,00-0022044,WR,2011,reg,HOU
A.Roberts,Andre Roberts,00-0027691,WR,2011,reg,ARI
A.Hawkins,Andrew Hawkins,00-0027918,WR,2011,reg,CIN
A.Quarless,Andrew Quarless,00-0027753,TE,2011,reg,GB
A.Dalton,Andy Dalton,00-0027973,QB,2011,reg,CIN
A.Boldin,Anquan Boldin,00-0022084,WR,2011,reg,BAL
A.Allen,Anthony Allen,00-0028163,RB,2011,reg,BAL
A.Armstrong,Anthony Armstrong,00-0026465,WR,2011,reg,WAS
A.Becht,Anthony Becht,00-0019457,TE,2011,reg,KC
A.Dixon,Anthony Dixon,00-0027772,RB,2011,reg,SF
A.Fasano,Anthony Fasano,00-0024268,TE,2011,reg,MIA
A.Gonzalez,Anthony Gonzalez,00-0025419,WR,2011,reg,IND
A.Hill,Anthony Hill,00-0026908,TE,2011,reg,IND
A.McCoy,Anthony McCoy,00-0027783,TE,2011,reg,SEA
A.Sherman,Anthony Sherman,00-0028074,FB,2011,reg,ARI
A.Brown,Antonio Brown,00-0027793,WR,2011,reg,PIT
A.Gates,Antonio Gates,00-0021547,TE,2011,reg,SD
A.Foster,Arian Foster,00-0026796,RB,2011,reg,HOU
A.Allen,Armando Allen,00-0028565,RB,2011,reg,CHI
A.Smith,Armond Smith,00-0028706,RB,2011,reg,CLE
A.Battle,Arnaz Battle,00-0022064,WR,2011,reg,PIT
A.Benn,Arrelious Benn,00-0027654,WR,2011,reg,TB
A.Collie,Austin Collie,00-0027092,WR,2011,reg,IND
A.Pettis,Austin Pettis,00-0028016,WR,2011,reg,STL
B.Wells,Beanie Wells,00-0027007,RB,2011,reg,ARI
B.Pascoe,Bear Pascoe,00-0026931,TE,2011,reg,NYG
B.Obomanu,Ben Obomanu,00-0024463,WR,2011,reg,SEA
B.Roethlisberger,Ben Roethlisberger,00-0022924,QB,2011,reg,PIT
B.Tate,Ben Tate,00-0027890,RB,2011,reg,HOU
B.Watson,Benjamin Watson,00-0022943,TE,2011,reg,CLE
B.Green-Ellis,BenJarvus Green-Ellis,00-0025860,RB,2011,reg,NE
B.Berrian,Bernard Berrian,00-0022807,WR,2011,reg,MIN
B.Scott,Bernard Scott,00-0026941,RB,2011,reg,CIN
B.Powell,Bilal Powell,00-0028064,RB,2011,reg,NYJ
B.Bajema,Billy Bajema,00-0023679,TE,2011,reg,STL
B.Smith,Brad Smith,00-0024318,WR,2011,reg,BUF
B.Banks,Brandon Banks,00-0027618,WR,2011,reg,WAS
B.Gibson,Brandon Gibson,00-0026937,WR,2011,reg,STL
B.Jacobs,Brandon Jacobs,00-0023545,RB,2011,reg,NYG
B.LaFell,Brandon LaFell,00-0027681,WR,2011,reg,CAR
B.Lloyd,Brandon Lloyd,00-0022097,WR,2011,reg,STL
B.Marshall,Brandon Marshall,00-0024334,WR,2011,reg,MIA
B.Myers,Brandon Myers,00-0027135,TE,2011,reg,OAK
B.Pettigrew,Brandon Pettigrew,00-0026996,TE,2011,reg,DET
B.Saine,Brandon Saine,00-0028602,RB,2011,reg,GB
B.Stokley,Brandon Stokley,00-0015754,WR,2011,reg,NYG
B.Edwards,Braylon Edwards,00-0023438,WR,2011,reg,SF
B.Celek,Brent Celek,00-0025549,TE,2011,reg,PHI
B.Swain,Brett Swain,00-0026357,WR,2011,reg,SF
B.Hartline,Brian Hartline,00-0027077,WR,2011,reg,MIA
B.Hoyer,Brian Hoyer,00-0026625,QB,2011,reg,NE
B.Leonard,Brian Leonard,00-0025439,RB,2011,reg,CIN
B.Miller,Brit Miller,00-0026712,FB,2011,reg,STL
B.Bolen,Brock Bolen,00-0026607,RB,2011,reg,JAC
B.Eldridge,Brody Eldridge,00-0027761,TE,2011,reg,IND
B.Gradkowski,Bruce Gradkowski,00-0024408,QB,2011,reg,CIN
B.Miller,Bruce Miller,00-0028149,FB,2011,reg,SF
B.Walters,Bryan Walters,00-0027595,WR,2011,reg,SD
B.Johnson,Bryant Johnson,00-0022156,WR,2011,reg,HOU
C.Spiller,C.J. Spiller,00-0027861,RB,2011,reg,BUF
C.Williams,Cadillac Williams,00-0023440,RB,2011,reg,STL
C.Hanie,Caleb Hanie,00-0025970,QB,2011,reg,CHI
C.Johnson,Calvin Johnson,00-0025389,WR,2011,reg,DET
C.Newton,Cam Newton,00-0027939,QB,2011,reg,CAR
C.Morrah,Cameron Morrah,00-0026963,TE,2011,reg,SEA
C.Mitchell,Carlton Mitchell,00-0027776,WR,2011,reg,CLE
C.Palmer,Carson Palmer,00-0021429,QB,2011,reg,OAK
C.Shorts,Cecil Shorts,00-0028052,WR,2011,reg,JAC
C.Benson,Cedric Benson,00-0023439,RB,2011,reg,CIN
C.Peerman,Cedric Peerman,00-0026932,RB,2011,reg,CIN
C.Hall,Chad Hall,00-0027188,WR,2011,reg,PHI
C.Henne,Chad Henne,00-0026197,QB,2011,reg,MIA
C.Johnson,Chad Johnson,00-0020397,WR,2011,reg,NE
C.Stuckey,Chansi Stuckey,00-0025622,WR,2011,reg,ARI
C.Batch,Charlie Batch,00-0000865,QB,2011,reg,PIT
C.Whitehurst,Charlie Whitehurst,00-0024296,QB,2011,reg,SEA
C.Daniel,Chase Daniel,00-0026544,QB,2011,reg,NO
C.West,Chastin West,00-0027441,WR,2011,reg,JAC
C.Washington,Chauncey Washington,00-0026353,RB,2011,reg,DAL
C.Schilens,Chaz Schilens,00-0026366,WR,2011,reg,OAK
C.Taylor,Chester Taylor,00-0021314,RB,2011,reg,ARI
C.Cooley,Chris Cooley,00-0022738,TE,2011,reg,WAS
C.Ivory,Chris Ivory,00-0027531,RB,2011,reg,NO
C.Johnson,Chris Johnson,00-0026164,RB,2011,reg,TEN
C.Ogbonnaya,Chris Ogbonnaya,00-0027140,RB,2011,reg,CLE
C.Redman,Chris Redman,00-0019709,QB,2011,reg,ATL
C.Ponder,Christian Ponder,00-0027950,QB,2011,reg,MIN
C.Harbor,Clay Harbor,00-0027725,TE,2011,reg,PHI
C.Gates,Clyde Gates,00-0028049,WR,2011,reg,MIA
C.Cloherty,Colin Cloherty,00-0026669,TE,2011,reg,JAC
C.Cochart,Colin Cochart,00-0028550,TE,2011,reg,CIN
C.Kaepernick,Colin Kaepernick,00-0027974,QB,2011,reg,SF
C.Franklin,Collin Franklin,00-0028295,TE,2011,reg,TB
C.McCoy,Colt McCoy,00-0027688,QB,2011,reg,CLE
C.Stevens,Craig Stevens,00-0026225,TE,2011,reg,TEN
C.Brinkley,Curtis Brinkley,00-0026745,RB,2011,reg,SD
C.Painter,Curtis Painter,00-0027134,QB,2011,reg,IND
D.Ware,D.J. Ware,00-0024559,RB,2011,reg,NYG
D.Williams,D.J. Williams,00-0028079,TE,2011,reg,GB
D.Scott,Da'Rel Scott,00-0028159,RB,2011,reg,NYG
D.Clark,Dallas Clark,00-0022165,TE,2011,reg,IND
D.Williams,Damian Williams,00-0027893,WR,2011,reg,TEN
D.Orlovsky,Dan Orlovsky,00-0023578,QB,2011,reg,IND
D.Alexander,Danario Alexander,00-0027912,WR,2011,reg,STL
D.Sanzenbacher,Dane Sanzenbacher,00-0028352,WR,2011,reg,CHI
D.Fells,Daniel Fells,00-0023752,TE,2011,reg,DEN
D.Graham,Daniel Graham,00-0021154,TE,2011,reg,TEN
D.Thomas,Daniel Thomas,00-0028000,RB,2011,reg,MIA
D.Amendola,Danny Amendola,00-0026035,WR,2011,reg,STL
D.Woodhead,Danny Woodhead,00-0026019,RB,2011,reg,NE
D.Rosario,Dante Rosario,00-0025542,TE,2011,reg,DEN
D.Young,Darrel Young,00-0026852,FB,2011,reg,WAS
D.McFadden,Darren McFadden,00-0026144,RB,2011,reg,OAK
D.Sproles,Darren Sproles,00-0023564,RB,2011,reg,NO
D.Heyward-Bey,Darrius Heyward-Bey,00-0026983,WR,2011,reg,OAK
D.Anderson,David Anderson,00-0024465,WR,2011,reg,WAS
D.Ausberry,David Ausberry,00-0028179,TE,2011,reg,OAK
D.Johnson,David Johnson,00-0026957,TE,2011,reg,PIT
D.Nelson,David Nelson,00-0027322,WR,2011,reg,BUF
D.Reed,David Reed,00-0027755,WR,2011,reg,BAL
D.Thomas,David Thomas,00-0024301,TE,2011,reg,NO
D.Bess,Davone Bess,00-0026000,WR,2011,reg,MIA
D.Williams,DeAngelo Williams,00-0024242,RB,2011,reg,CAR
D.Branch,Deion Branch,00-0021192,WR,2011,reg,NE
D.Karim,Deji Karim,00-0027779,RB,2011,reg,JAC
D.Walker,Delanie Walker,00-0024389,TE,2011,reg,SF
D.Carter,Delone Carter,00-0028057,RB,2011,reg,IND
D.Murray,DeMarco Murray,00-0028009,RB,2011,reg,DAL
D.Sampson,DeMarco Sampson,00-0028187,WR,2011,reg,ARI
D.Thomas,Demaryius Thomas,00-0027874,WR,2011,reg,DEN
D.Moore,Denarius Moore,00-0028086,WR,2011,reg,OAK
D.Pitta,Dennis Pitta,00-0027714,TE,2011,reg,BAL
D.Butler,Deon Butler,00-0027063,WR,2011,reg,SEA
D.Hagan,Derek Hagan,00-0024297,WR,2011,reg,BUF
D.Mason,Derrick Mason,00-0010500,WR,2011,reg,HOU
D.Ward,Derrick Ward,00-0022770,RB,2011,reg,HOU
D.Jackson,DeSean Jackson,00-0026189,WR,2011,reg,PHI
D.Henderson,Devery Henderson,00-0022929,WR,2011,reg,NO
D.Aromashodu,Devin Aromashodu,00-0024447,WR,2011,reg,MIN
D.Hester,Devin Hester,00-0024272,WR,2011,reg,CHI
D.Thomas,Devin Thomas,00-0026174,WR,2011,reg,NYG
D.McCluster,Dexter McCluster,00-0027651,RB,2011,reg,KC
D.Bryant,Dez Bryant,00-0027902,WR,2011,reg,DAL
D.Briscoe,Dezmon Briscoe,00-0027789,WR,2011,reg,TB
D.Lewis,Dion Lewis,00-0028087,RB,2011,reg,PHI
D.Hixon,Domenik Hixon,00-0024345,WR,2011,reg,NYG
D.Byrd,Dominique Byrd,00-0024308,TE,2011,reg,WAS
D.Brown,Donald Brown,00-0027003,RB,2011,reg,IND
D.Driver,Donald Driver,00-0004541,WR,2011,reg,GB
D.Jones,Donald Jones,00-0027518,WR,2011,reg,BUF
D.Lee,Donald Lee,00-0021929,TE,2011,reg,CIN
D.Avery,Donnie Avery,00-0026173,WR,2011,reg,TEN
D.McNabb,Donovan McNabb,00-0011022,QB,2011,reg,MIN
D.Stallworth,Donte' Stallworth,00-0021147,WR,2011,reg,WAS
D.Baldwin,Doug Baldwin,00-0028434,WR,2011,reg,SEA
D.Brees,Drew Brees,00-0020531,QB,2011,reg,NO
D.Harris,DuJuan Harris,00-0028409,RB,2011,reg,JAC
D.Keller,Dustin Keller,00-0026170,TE,2011,reg,NYJ
D.Bowe,Dwayne Bowe,00-0025410,WR,2011,reg,KC
E.Bennett,Earl Bennett,00-0026210,WR,2011,reg,CHI
E.Doucet,Early Doucet,00-0026221,WR,2011,reg,ARI
E.Graham,Earnest Graham,00-0021755,RB,2011,reg,TB
E.Dickson,Ed Dickson,00-0027675,TE,2011,reg,BAL
E.Royal,Eddie Royal,00-0026182,WR,2011,reg,DEN
E.Manning,Eli Manning,00-0022803,QB,2011,reg,NYG
E.Arceneaux,Emmanuel Arceneaux,00-0027920,WR,2011,reg,MIN
E.Sanders,Emmanuel Sanders,00-0027685,WR,2011,reg,PIT
E.Decker,Eric Decker,00-0027690,WR,2011,reg,DEN
E.Weems,Eric Weems,00-0024535,WR,2011,reg,ATL
E.Moore,Evan Moore,00-0026123,TE,2011,reg,CLE
E.Royster,Evan Royster,00-0028115,RB,2011,reg,WAS
F.Jones,Felix Jones,00-0026162,RB,2011,reg,DAL
F.Gore,Frank Gore,00-0023500,RB,2011,reg,SF
F.Davis,Fred Davis,00-0026188,TE,2011,reg,WAS
F.Jackson,Fred Jackson,00-0024204,RB,2011,reg,BUF
G.Graham,Garrett Graham,00-0027718,TE,2011,reg,HOU
G.Tate,Golden Tate,00-0027891,WR,2011,reg,SEA
G.Camarillo,Greg Camarillo,00-0023408,WR,2011,reg,MIN
G.Jennings,Greg Jennings,00-0024267,WR,2011,reg,GB
G.Jones,Greg Jones,00-0022897,FB,2011,reg,JAC
G.Little,Greg Little,00-0027997,WR,2011,reg,CLE
G.Olsen,Greg Olsen,00-0025418,TE,2011,reg,CAR
G.Salas,Greg Salas,00-0028050,WR,2011,reg,STL
H.Nicks,Hakeem Nicks,00-0027005,WR,2011,reg,NYG
H.Douglas,Harry Douglas,00-0026224,WR,2011,reg,ATL
H.Miller,Heath Miller,00-0023465,TE,2011,reg,PIT
H.Ward,Hines Ward,00-0017162,WR,2011,reg,PIT
I.Redman,Isaac Redman,00-0026566,RB,2011,reg,PIT
J.Losman,J.P. Losman,00-0022912,QB,2011,reg,MIA
