abbr_player_name,full_player_name,gsis_id,position,season,season_type,team
J.Gaffney,Jabar Gaffney,00-0021163,WR,2011,reg,WAS
J.Battle,Jackie Battle,00-0025701,RB,2011,reg,KC
J.Hester,Jacob Hester,00-0026209,FB,2011,reg,SD
J.Tamme,Jacob Tamme,00-0026267,TE,2011,reg,IND
J.Ford,Jacoby Ford,00-0027709,WR,2011,reg,OAK
J.Jones,Jacoby Jones,00-0025460,WR,2011,reg,HOU
J.Rodgers,Jacquizz Rodgers,00-0028083,RB,2011,reg,ATL
J.Best,Jahvid Best,00-0027880,RB,2011,reg,DET
J.Ballard,Jake Ballard,00-0027259,TE,2011,reg,NYG
J.Delhomme,Jake Delhomme,00-0004161,QB,2011,reg,HOU
J.Locker,Jake Locker,00-0027946,QB,2011,reg,TEN
J.O'Connell,Jake O'Connell,00-0027154,TE,2011,reg,KC
J.Charles,Jamaal Charles,00-0026213,RB,2011,reg,KC
J.Casey,James Casey,00-0027109,TE,2011,reg,HOU
J.Jones,James Jones,00-0025465,WR,2011,reg,GB
J.Starks,James Starks,00-0027791,RB,2011,reg,GB
J.Harper,Jamie Harper,00-0028068,RB,2011,reg,TEN
J.Cook,Jared Cook,00-0027061,TE,2011,reg,TEN
J.Dillard,Jarett Dillard,00-0027105,WR,2011,reg,JAC
J.Avant,Jason Avant,00-0024324,WR,2011,reg,PHI
J.Campbell,Jason Campbell,00-0023460,QB,2011,reg,OAK
J.Hill,Jason Hill,00-0025463,WR,2011,reg,JAC
J.Snelling,Jason Snelling,00-0025631,RB,2011,reg,ATL
J.Witten,Jason Witten,00-0022127,TE,2011,reg,DAL
J.Ringer,Javon Ringer,00-0027120,RB,2011,reg,TEN
J.Cutler,Jay Cutler,00-0024226,QB,2011,reg,CHI
J.Collins,Jed Collins,00-0026072,FB,2011,reg,NO
J.Cumberland,Jeff Cumberland,00-0027321,TE,2011,reg,NYJ
J.King,Jeff King,00-0024369,TE,2011,reg,ARI
J.Maehl,Jeff Maehl,00-0028543,WR,2011,reg,HOU
J.Johnson,Jeremiah Johnson,00-0026799,RB,2011,reg,DEN
J.Horne,Jeremy Horne,00-0027308,WR,2011,reg,KC
J.Kerley,Jeremy Kerley,00-0028091,WR,2011,reg,NYJ
J.Maclin,Jeremy Maclin,00-0026995,WR,2011,reg,PHI
J.Shockey,Jeremy Shockey,00-0021148,TE,2011,reg,CAR
J.Urban,Jerheme Urban,00-0021647,WR,2011,reg,KC
J.Norwood,Jerious Norwood,00-0024294,RB,2011,reg,STL
J.Gresham,Jermaine Gresham,00-0027873,TE,2011,reg,CIN
J.Finley,Jermichael Finley,00-0026231,TE,2011,reg,GB
J.Harrison,Jerome Harrison,00-0024359,RB,2011,reg,DET
J.Simpson,Jerome Simpson,00-0026186,WR,2011,reg,CIN
J.Mastrud,Jeron Mastrud,00-0027445,TE,2011,reg,MIA
J.Jernigan,Jerrel Jernigan,00-0028021,WR,2011,reg,NYG
J.Cotchery,Jerricho Cotchery,00-0022811,WR,2011,reg,PIT
J.Holley,Jesse Holley,00-0024609,WR,2011,reg,DAL
J.Dray,Jim Dray,00-0027825,TE,2011,reg,ARI
J.Graham,Jimmy Graham,00-0027696,TE,2011,reg,NO
J.Kleinsasser,Jimmy Kleinsasser,00-0009323,TE,2011,reg,MIN
J.Flacco,Joe Flacco,00-0026158,QB,2011,reg,BAL
J.Hastings,Joe Hastings,00-0028242,WR,2011,reg,SF
J.McKnight,Joe McKnight,00-0027712,RB,2011,reg,NYJ
J.Webb,Joe Webb,00-0027796,QB,2011,reg,MIN
J.Dreessen,Joel Dreessen,00-0023630,TE,2011,reg,HOU
J.Beck,John Beck,00-0025427,QB,2011,reg,WAS
J.Clay,John Clay,00-0028208,RB,2011,reg,PIT
J.Conner,John Conner,00-0027739,FB,2011,reg,NYJ
J.Gilmore,John Gilmore,00-0021304,TE,2011,reg,NO
J.Kuhn,John Kuhn,00-0022999,FB,2011,reg,GB
J.Phillips,John Phillips,00-0027139,TE,2011,reg,DAL
J.Skelton,John Skelton,00-0027754,QB,2011,reg,ARI
J.Knox,Johnny Knox,00-0026913,WR,2011,reg,CHI
J.White,Johnny White,00-0028071,RB,2011,reg,BUF
J.Baldwin,Jon Baldwin,00-0027964,WR,2011,reg,KC
J.Kitna,Jon Kitna,00-0009311,QB,2011,reg,DAL
J.Dwyer,Jonathan Dwyer,00-0027786,RB,2011,reg,PIT
J.Stewart,Jonathan Stewart,00-0026153,RB,2011,reg,CAR
J.Cameron,Jordan Cameron,00-0028040,TE,2011,reg,CLE
J.Norwood,Jordan Norwood,00-0026739,WR,2011,reg,CLE
J.Shipley,Jordan Shipley,00-0027687,WR,2011,reg,CIN
J.Nelson,Jordy Nelson,00-0026176,WR,2011,reg,GB
J.Addai,Joseph Addai,00-0024245,RB,2011,reg,IND
J.Baker,Josh Baker,00-0028291,TE,2011,reg,NYJ
J.Cribbs,Josh Cribbs,00-0023176,WR,2011,reg,CLE
J.Freeman,Josh Freeman,00-0026993,QB,2011,reg,TB
J.Johnson,Josh Johnson,00-0026300,QB,2011,reg,TB
J.McCown,Josh McCown,00-0021206,QB,2011,reg,CHI
J.Morgan,Josh Morgan,00-0026314,WR,2011,reg,SF
J.Vaughan,Josh Vaughan,00-0026644,RB,2011,reg,CAR
J.Edelman,Julian Edelman,00-0027150,WR,2011,reg,NE
J.Jones,Julio Jones,00-0027944,WR,2011,reg,ATL
J.Thomas,Julius Thomas,00-0028067,TE,2011,reg,DEN
J.Forsett,Justin Forsett,00-0026373,RB,2011,reg,SEA
J.Peelle,Justin Peelle,00-0021227,TE,2011,reg,SF
K.Bell,Kahlil Bell,00-0026579,RB,2011,reg,CHI
K.Osgood,Kassim Osgood,00-0021570,WR,2011,reg,JAC
K.Colbert,Keary Colbert,00-0022726,WR,2011,reg,KC
K.Williams,Keiland Williams,00-0027214,RB,2011,reg,DET
K.Clemens,Kellen Clemens,00-0024264,QB,2011,reg,STL
K.Davis,Kellen Davis,00-0026298,TE,2011,reg,CHI
K.Winslow,Kellen Winslow,00-0022922,TE,2011,reg,TB
K.Hunter,Kendall Hunter,00-0028053,RB,2011,reg,SF
K.Britt,Kenny Britt,00-0027006,WR,2011,reg,TEN
K.Collins,Kerry Collins,00-0003292,QB,2011,reg,IND
K.Meier,Kerry Meier,00-0027764,WR,2011,reg,ATL
K.Boss,Kevin Boss,00-0025540,TE,2011,reg,OAK
K.Brock,Kevin Brock,00-0026699,TE,2011,reg,BUF
K.Faulk,Kevin Faulk,00-0005091,RB,2011,reg,NE
K.Kolb,Kevin Kolb,00-0025423,QB,2011,reg,ARI
K.Ogletree,Kevin Ogletree,00-0026780,WR,2011,reg,DAL
K.Smith,Kevin Smith,00-0026204,RB,2011,reg,DET
K.Walter,Kevin Walter,00-0021931,WR,2011,reg,HOU
K.Moreno,Knowshon Moreno,00-0026988,RB,2011,reg,DEN
K.Sperry,Kory Sperry,00-0026757,TE,2011,reg,SD
K.Lumpkin,Kregg Lumpkin,00-0026029,RB,2011,reg,TB
K.Durham,Kris Durham,00-0028045,WR,2011,reg,SEA
K.Boller,Kyle Boller,00-0022164,QB,2011,reg,OAK
K.Orton,Kyle Orton,00-0023541,QB,2011,reg,KC
K.Rudolph,Kyle Rudolph,00-0027981,TE,2011,reg,MIN
K.Williams,Kyle Williams,00-0027608,WR,2011,reg,SF
L.Tomlinson,LaDainian Tomlinson,00-0020536,RB,2011,reg,NYJ
L.Ball,Lance Ball,00-0026432,RB,2011,reg,DEN
L.Kendricks,Lance Kendricks,00-0027985,TE,2011,reg,STL
L.Moore,Lance Moore,00-0023310,WR,2011,reg,NO
L.Williams,LaQuan Williams,00-0028288,WR,2011,reg,BAL
L.Stephens-Howling,LaRod Stephens-Howling,00-0026956,RB,2011,reg,ARI
L.Fitzgerald,Larry Fitzgerald,00-0022921,WR,2011,reg,ARI
L.Johnson,Larry Johnson,00-0021976,RB,2011,reg,MIA
L.Robinson,Laurent Robinson,00-0025462,WR,2011,reg,DAL
L.Hawkins,Lavelle Hawkins,00-0026266,WR,2011,reg,TEN
L.Vickers,Lawrence Vickers,00-0024394,FB,2011,reg,HOU
L.McClain,Le'Ron McClain,00-0025524,FB,2011,reg,KC
L.Evans,Lee Evans,00-0022910,WR,2011,reg,BAL
L.Smith,Lee Smith,00-0028097,TE,2011,reg,BUF
L.Blount,LeGarrette Blount,00-0027325,RB,2011,reg,TB
L.Naanee,Legedu Naanee,00-0025559,WR,2011,reg,CAR
L.Washington,Leon Washington,00-0024332,RB,2011,reg,SEA
L.Hankerson,Leonard Hankerson,00-0028017,WR,2011,reg,WAS
L.Pope,Leonard Pope,00-0024287,TE,2011,reg,KC
L.McCoy,LeSean McCoy,00-0027029,RB,2011,reg,PHI
L.Hilliard,Lex Hilliard,00-0026344,FB,2011,reg,MIA
L.Paulsen,Logan Paulsen,00-0027215,TE,2011,reg,WAS
L.Booker,Lorenzo Booker,00-0025458,RB,2011,reg,MIN
L.Murphy,Louis Murphy,00-0027089,WR,2011,reg,OAK
L.McCown,Luke McCown,00-0022864,QB,2011,reg,JAC
L.Stocker,Luke Stocker,00-0028042,TE,2011,reg,TB
M.Floyd,Malcom Floyd,00-0022414,WR,2011,reg,SD
M.Tonga,Manase Tonga,00-0027412,FB,2011,reg,OAK
M.Mariani,Marc Mariani,00-0027816,WR,2011,reg,TEN
M.Lewis,Marcedes Lewis,00-0024243,TE,2011,reg,JAC
M.Reece,Marcel Reece,00-0026393,FB,2011,reg,OAK
M.Manningham,Mario Manningham,00-0026235,WR,2011,reg,NYG
M.Barber,Marion Barber,00-0023544,RB,2011,reg,CHI
M.Brunell,Mark Brunell,00-0002110,QB,2011,reg,NYJ
M.Clayton,Mark Clayton,00-0023457,WR,2011,reg,STL
M.Ingram,Mark Ingram,00-0027966,RB,2011,reg,NO
M.Sanchez,Mark Sanchez,00-0026898,QB,2011,reg,NYJ
M.Colston,Marques Colston,00-0024466,WR,2011,reg,NO
M.Lynch,Marshawn Lynch,00-0025399,RB,2011,reg,SEA
M.Bennett,Martellus Bennett,00-0026201,TE,2011,reg,DAL
M.Rucker,Martin Rucker,00-0026251,TE,2011,reg,JAC
M.Cassel,Matt Cassel,00-0023662,QB,2011,reg,KC
M.Flynn,Matt Flynn,00-0026349,QB,2011,reg,GB
M.Forte,Matt Forte,00-0026184,RB,2011,reg,CHI
M.Hasselbeck,Matt Hasselbeck,00-0007091,QB,2011,reg,TEN
M.Leinart,Matt Leinart,00-0024225,QB,2011,reg,HOU
M.Moore,Matt Moore,00-0025708,QB,2011,reg,MIA
M.Ryan,Matt Ryan,00-0026143,QB,2011,reg,ATL
M.Schaub,Matt Schaub,00-0022787,QB,2011,reg,HOU
M.Spaeth,Matt Spaeth,00-0025464,TE,2011,reg,CHI
M.Willis,Matt Willis,00-0024756,WR,2011,reg,DEN
M.Mulligan,Matthew Mulligan,00-0026008,TE,2011,reg,NYJ
M.Stafford,Matthew Stafford,00-0026498,QB,2011,reg,DET
M.Jones-Drew,Maurice Jones-Drew,00-0024275,RB,2011,reg,JAC
M.Morris,Maurice Morris,00-0021182,RB,2011,reg,DET
M.Stovall,Maurice Stovall,00-0024305,WR,2011,reg,DET
M.Moore,Mewelde Moore,00-0022217,RB,2011,reg,PIT
M.Bush,Michael Bush,00-0025487,RB,2011,reg,OAK
M.Clayton,Michael Clayton,00-0022725,WR,2011,reg,NYG
M.Crabtree,Michael Crabtree,00-0026986,WR,2011,reg,SF
M.Hoomanawanui,Michael Hoomanawanui,00-0027732,TE,2011,reg,STL
M.Jenkins,Michael Jenkins,00-0022781,WR,2011,reg,MIN
M.Palmer,Michael Palmer,00-0027202,TE,2011,reg,ATL
M.Robinson,Michael Robinson,00-0024315,FB,2011,reg,SEA
M.Turner,Michael Turner,00-0022821,RB,2011,reg,ATL
M.Spurlock,Micheal Spurlock,00-0023968,WR,2011,reg,TB
M.Caussin,Mike Caussin,00-0027500,TE,2011,reg,BUF
M.Higgins,Mike Higgins,00-0028522,TE,2011,reg,NO
M.Kafka,Mike Kafka,00-0027722,QB,2011,reg,PHI
M.Sellers,Mike Sellers,00-0014655,TE,2011,reg,WAS
M.Sims-Walker,Mike Sims-Walker,00-0025466,WR,2011,reg,JAC
M.Thomas,Mike Thomas,00-0027076,WR,2011,reg,JAC
M.Tolbert,Mike Tolbert,00-0026069,RB,2011,reg,SD
M.Vick,Mike Vick,00-0020245,QB,2011,reg,PHI
M.Wallace,Mike Wallace,00-0026901,WR,2011,reg,PIT
M.Williams,Mike Williams,00-0023452,WR,2011,reg,SEA
M.Williams,Mike Williams,00-0027702,WR,2011,reg,TB
M.Austin,Miles Austin,00-0023921,WR,2011,reg,DAL
M.Massaquoi,Mohamed Massaquoi,00-0027026,WR,2011,reg,CLE
M.Hardesty,Montario Hardesty,00-0027666,RB,2011,reg,CLE
M.Owens,Montell Owens,00-0024103,RB,2011,reg,JAC
M.Madu,Mossis Madu,00-0028574,RB,2011,reg,TB
N.Roosevelt,Naaman Roosevelt,00-0027220,WR,2011,reg,BUF
N.Burleson,Nate Burleson,00-0021999,WR,2011,reg,DET
N.Washington,Nate Washington,00-0023367,WR,2011,reg,TEN
N.Miller,Nick Miller,00-0026536,WR,2011,reg,STL
N.Paul,Niles Paul,00-0028093,WR,2011,reg,WAS
O.Mughelli,Ovie Mughelli,00-0022143,FB,2011,reg,ATL
O.Daniels,Owen Daniels,00-0024313,TE,2011,reg,HOU
O.Marecic,Owen Marecic,00-0028062,FB,2011,reg,CLE
O.Schmitt,Owen Schmitt,00-0026303,FB,2011,reg,PHI
P.Crayton,Patrick Crayton,00-0022766,WR,2011,reg,SD
P.Turner,Patrick Turner,00-0027059,WR,2011,reg,NYJ
P.Harvin,Percy Harvin,00-0026998,WR,2011,reg,MIN
P.Hillis,Peyton Hillis,00-0026367,RB,2011,reg,CLE
P.Rivers,Philip Rivers,00-0022942,QB,2011,reg,SD
P.Tanner,Phillip Tanner,00-0028613,RB,2011,reg,DAL
P.Garcon,Pierre Garcon,00-0026345,WR,2011,reg,IND
P.Thomas,Pierre Thomas,00-0024813,RB,2011,reg,NO
P.Burress,Plaxico Burress,00-0019642,WR,2011,reg,NYJ
P.Parker,Preston Parker,00-0027450,WR,2011,reg,TB
R.Barden,Ramses Barden,00-0026902,WR,2011,reg,NYG
R.Cobb,Randall Cobb,00-0028002,WR,2011,reg,GB
R.McMichael,Randy McMichael,00-0021236,TE,2011,reg,SD
R.Mendenhall,Rashard Mendenhall,00-0026163,RB,2011,reg,PIT
R.Davis,Rashied Davis,00-0023429,WR,2011,reg,DET
R.Rice,Ray Rice,00-0026195,RB,2011,reg,BAL
R.Bush,Reggie Bush,00-0024217,RB,2011,reg,MIA
R.Kelly,Reggie Kelly,00-0009119,TE,2011,reg,ATL
R.Wayne,Reggie Wayne,00-0020498,WR,2011,reg,IND
R.Grossman,Rex Grossman,00-0022121,QB,2011,reg,WAS
R.Lockette,Ricardo Lockette,00-0028442,WR,2011,reg,SEA
R.Bartel,Richard Bartel,00-0025749,QB,2011,reg,ARI
R.Goodman,Richard Goodman,00-0027585,WR,2011,reg,SD
R.Gordon,Richard Gordon,00-0028119,TE,2011,reg,OAK
R.Brockel,Richie Brockel,00-0027583,TE,2011,reg,CAR
R.Williams,Ricky Williams,00-0017915,RB,2011,reg,BAL
R.Cooper,Riley Cooper,00-0027758,WR,2011,reg,PHI
R.Gronkowski,Rob Gronkowski,00-0027656,TE,2011,reg,NE
R.Housler,Rob Housler,00-0028007,TE,2011,reg,ARI
R.Meachem,Robert Meachem,00-0025414,WR,2011,reg,NO
R.Wallace,Roberto Wallace,00-0027358,WR,2011,reg,MIA
R.Cartwright,Rock Cartwright,00-0021357,RB,2011,reg,OAK
R.White,Roddy White,00-0023462,WR,2011,reg,ATL
R.Brown,Ronnie Brown,00-0023437,RB,2011,reg,PHI
R.Parrish,Roscoe Parrish,00-0023490,WR,2011,reg,BUF
R.Helu,Roy Helu,00-0028043,RB,2011,reg,WAS
R.Williams,Roy Williams,00-0022909,WR,2011,reg,CHI
R.Martin,Ruvell Martin,00-0022421,WR,2011,reg,BUF
R.Fitzpatrick,Ryan Fitzpatrick,00-0023682,QB,2011,reg,BUF
R.Grant,Ryan Grant,00-0022984,RB,2011,reg,GB
R.Mathews,Ryan Mathews,00-0027864,RB,2011,reg,SD
R.Taylor,Ryan Taylor,00-0028156,TE,2011,reg,GB
R.Torain,Ryan Torain,00-0026279,RB,2011,reg,WAS
R.Whalen,Ryan Whalen,00-0028105,WR,2011,reg,CIN
S.Bradford,Sam Bradford,00-0027854,QB,2011,reg,STL
S.Hurd,Sam Hurd,00-0023953,WR,2011,reg,CHI
S.Stroughter,Sammie Stroughter,00-0026953,WR,2011,reg,TB
S.Morris,Sammy Morris,00-0019484,RB,2011,reg,DAL
S.Moss,Santana Moss,00-0020494,WR,2011,reg,WAS
S.Holmes,Santonio Holmes,00-0024240,WR,2011,reg,NYJ
S.Chandler,Scott Chandler,00-0025516,TE,2011,reg,BUF
S.Wallace,Seneca Wallace,00-0022055,QB,2011,reg,CLE
S.Ajirotutu,Seyi Ajirotutu,00-0027581,WR,2011,reg,CAR
S.Vereen,Shane Vereen,00-0027994,RB,2011,reg,NE
S.Hill,Shaun Hill,00-0020679,QB,2011,reg,DET
S.Greene,Shonn Greene,00-0026899,RB,2011,reg,NYJ
S.Rice,Sidney Rice,00-0025431,WR,2011,reg,SEA
S.Larsen,Spencer Larsen,00-0026323,FB,2011,reg,DEN
S.Logan,Stefan Logan,00-0026491,WR,2011,reg,DET
S.Burton,Stephen Burton,00-0028174,WR,2011,reg,MIN
S.McGee,Stephen McGee,00-0027071,QB,2011,reg,DAL
S.Spach,Stephen Spach,00-0023108,TE,2011,reg,STL
S.Ridley,Stevan Ridley,00-0028011,RB,2011,reg,NE
S.Breaston,Steve Breaston,00-0025529,WR,2011,reg,KC
S.Johnson,Steve Johnson,00-0026364,WR,2011,reg,BUF
S.Slaton,Steve Slaton,00-0026229,RB,2011,reg,MIA
S.Smith,Steve Smith,00-0020337,WR,2011,reg,CAR
S.Smith,Steve Smith,00-0025438,WR,2011,reg,PHI
S.Jackson,Steven Jackson,00-0022736,RB,2011,reg,STL
T.Houshmandzadeh,T.J. Houshmandzadeh,00-0020438,WR,2011,reg,OAK
T.Yates,T.J. Yates,00-0028090,QB,2011,reg,HOU
T.Jones,Taiwan Jones,00-0028063,RB,2011,reg,OAK
T.Doss,Tandon Doss,00-0028061,WR,2011,reg,BAL
T.Jackson,Tarvaris Jackson,00-0024279,QB,2011,reg,SEA
T.Choice,Tashard Choice,00-0026262,RB,2011,reg,BUF
T.Price,Taylor Price,00-0027693,WR,2011,reg,JAC
T.Ginn,Ted Ginn,00-0025396,WR,2011,reg,SF
T.Copper,Terrance Copper,00-0022388,WR,2011,reg,KC
T.Austin,Terrence Austin,00-0027813,WR,2011,reg,WAS
T.Clayton,Thomas Clayton,00-0025573,RB,2011,reg,CLE
T.Jones,Thomas Jones,00-0019641,RB,2011,reg,KC
T.Hightower,Tim Hightower,00-0026289,RB,2011,reg,WAS
T.Tebow,Tim Tebow,00-0027876,QB,2011,reg,DEN
T.Underwood,Tiquan Underwood,00-0027156,WR,2011,reg,NE
T.Young,Titus Young,00-0027982,WR,2011,reg,DET
T.Gerhart,Toby Gerhart,00-0027888,RB,2011,reg,MIN
T.Heap,Todd Heap,00-0020516,TE,2011,reg,ARI
T.Brady,Tom Brady,00-0019596,QB,2011,reg,NE
T.Brandstater,Tom Brandstater,00-0027121,QB,2011,reg,STL
T.Crabtree,Tom Crabtree,00-0026878,TE,2011,reg,GB
T.Fiammetta,Tony Fiammetta,00-0027093,FB,2011,reg,DAL
T.Gonzalez,Tony Gonzalez,00-0006101,TE,2011,reg,ATL
T.Romo,Tony Romo,00-0021678,QB,2011,reg,DAL
T.Scheffler,Tony Scheffler,00-0024276,TE,2011,reg,DET
T.Smith,Torrey Smith,00-0027996,WR,2011,reg,BAL
T.Beckum,Travis Beckum,00-0027070,TE,2011,reg,NYG
T.Palko,Tyler Palko,00-0024812,QB,2011,reg,KC
T.Thigpen,Tyler Thigpen,00-0025604,QB,2011,reg,BUF
T.Taylor,Tyrod Taylor,00-0028118,QB,2011,reg,BAL
V.Davis,Vernon Davis,00-0024221,TE,2011,reg,SF
V.Cruz,Victor Cruz,00-0027265,WR,2011,reg,NYG
V.Young,Vince Young,00-0024218,QB,2011,reg,PHI
V.Brown,Vincent Brown,00-0028020,WR,2011,reg,SD
V.Jackson,Vincent Jackson,00-0023496,WR,2011,reg,SD
V.Green,Virgil Green,00-0028142,TE,2011,reg,DEN
V.Shiancoe,Visanthe Shiancoe,00-0022054,TE,2011,reg,MIN
V.Leach,Vonta Leach,00-0022397,FB,2011,reg,BAL
W.Welker,Wes Welker,00-0022427,WR,2011,reg,NE
W.Saunders,Weslye Saunders,00-0028270,TE,2011,reg,PIT
W.Heller,Will Heller,00-0021756,TE,2011,reg,DET
W.Yeatman,Will Yeatman,00-0028253,TE,2011,reg,MIA
W.McGahee,Willis McGahee,00-0022178,RB,2011,reg,DEN
Z.Miller,Zach Miller,00-0027125,TE,2011,reg,JAC
Z.Miller,Zach Miller,00-0025425,TE,2011,reg,SEA
Z.Potter,Zach Potter,00-0026658,TE,2011,reg,JAC
Z.Pianalto,Zack Pianalto,00-0028509,TE,2011,reg,TB
B.Gabbert,Blaine Gabbert,00-0027948,QB,2011,reg,JAC
R.Jennings,Rashad Jennings,00-0027155,QB,2011,reg,JAC
K.Allen,Kyle Allen,00-0034577,QB,2019,reg,CAR
R.Tannehill,Ryan Tannehill,00-0029701,QB,2019,reg,TEN
W.Grier,Will Greier,00-0035251,QB,2019,reg,CAR
D.Haskins,Dwayne Haskins,00-0035232,QB,2019,reg,WAS
C.McCoy,Colt McCoy,00-0027688,QB,2019,reg,WAS
D.Blough,David Blough,00-0035040,QB,2019,reg,DET
K.Sloter,Kyle Sloter,00-9826498,QB,2019,reg,DET
D.Hodges,Devlin Hodges,00-0035577,QB,2019,reg,PIT
P.Lynch,Paxton Lynch,00-0033108,QB,2019,reg,PIT
B.Allen,Brandon Allen,00-0033467,QB,2019,reg,DEN
D.Lock,Drew Lock,00-0035704,QB,2019,reg,DEN
R.Griffin III,Robert Griffin III,00-0033376,QB,2019,reg,BAL
N.Bawden,N.Bawden,00-0034433,RB,2019,reg,DET
T.Hill,Taysom Hill,00-0033357,QB,2019,reg,NO
T.Yeldon,TJ Yeldon,00-0032209,RB,2019,reg,CIN
B.Berrios,Braxton Berrios,00-0034419,WR,2019,reg,NYJ
J.Stidham,Jarrod Stidham,00-0035264,QB,2019,reg,NE
J.Nelson,Jordy Nelson,00-0032112,WR,2019,reg,OAK
C.Ham,CJ Ham,00-0032918,RB,2019,reg,MIN
M.Boone,Mike Boone,00-0034208,RB,2019,reg,MIN
D.Williams,Damien Williams,00-0034301,RB,2019,reg,KC
B.Pringle,Byron Pringle,00-0034297,WR,2019,reg,KC
Z.Pascal,Zach Pascal,00-0033251,WR,2019,reg,IND
K.Barner,Kenjon Barner,00-0030465,RB,2019,reg,IND
D.Vitale,Danny Vitale,00-0032794,RB,2019,reg,GB
R.Bonnafon,Reggie Bonnafon,00-0034578,RB,2019,reg,CAR
D.Moore,David Moore,00-0033589,WR,2019,reg,SEA
Z.Line,Zach Line,00-0029931,FB,2019,reg,NO
J.Brown,Jaron Brown,00-0030300,WR,2019,reg,SEA
L.Kendricks,Lance Kendricks,00-0027985,TE,2019,reg,GB
R.Seals-Jones,Ricky Seals-Jones,00-0033611,TE,2019,reg,ARI
J.Hillman,Jon Hillman,00-0035013,RB,2019,reg,NYG
A.Lazard,Allen Lazard,00-0034521,WR,2019,reg,GB
A.Firkser,Anthony Firkser,00-0033455,TE,2019,reg,TEN
A.Callaway,Antonio Callaway,00-0034772,WR,2019,reg,CLE
A.Carr,Austin Carr,00-0033382,WR,2019,reg,NO
B.Zylstra,Brandon Zylstra,00-0034052,WR,2019,reg,MIN
C.Herndon,Chris Herndon,00-0034766,TE,2019,reg,NYJ
C.Lacy,Chris Lacy,00-0034593,WR,2019,reg,DET
D.Schultz,Dalton Schultz,00-0034383,TE,2019,reg,DAL
D.Arnold,Dan Arnold,00-0034011,TE,2019,reg,NO
D.Turner,De'Lance Turner,00-0034201,RB,2019,reg,BAL
D.Burnett,Deontay Burnett,00-0034653,WR,2019,reg,NYJ
E.Saubert,Eric Saubert,00-0033576,TE,2019,reg,ATL
G.Davis,Geremy Davis,00-0031953,WR,2019,reg,LAC
I.Ford,Isaiah Ford,00-0033471,WR,2019,reg,MIA
J.Driskel,Jeff Driskel,00-0032436,QB,2019,reg,CIN
J.Kelly,John Kelly,00-0034808,RB,2019,reg,LA
J.Mundt,Johnny Mundt,00-0033246,TE,2019,reg,LA
J.Thomas,Jordan Thomas,00-0034420,TE,2019,reg,HOU
J.Adams,Josh Adams,00-0034457,RB,2019,reg,PHI
J.Perkins,Josh Perkins,00-0032599,TE,2019,reg,PHI
J.Watson,Justin Watson,00-0034386,WR,2019,reg,TB
K.Smith,Keith Smith,00-0030968,FB,2019,reg,OAK
K.Hodge,KhaDarel Hodge,00-0034854,WR,2019,reg,LA
M.Ateman,Marcell Ateman,00-0034747,WR,2019,reg,OAK
M.Barkley,Matt Barkley,00-0030533,QB,2019,reg,BUF
N.Bellore,Nick Bellore,00-0028292,FB,2019,reg,DET
R.Dwelley,Ross Dwelley,00-0034073,TE,2019,reg,SF
S.Simonson,Scott Simonson,00-0031167,TE,2019,reg,NYG
S.Culkin,Sean Culkin,00-0033696,TE,2019,reg,LAC
S.Ware,Spencer Ware,00-0030414,RB,2019,reg,KC
T.Logan,T.J. Logan,00-0033789,RB,2019,reg,ARI
T.Patrick,Tim Patrick,00-0033375,WR,2019,reg,DEN
T.Sherfield,Trent Sherfield,00-0034487,WR,2019,reg,ARI
T.Conklin,Tyler Conklin,00-0034270,TE,2019,reg,MIN
T.Swoopes,Tyrone Swoopes,00-0033742,TE,2019,reg,SEA
V.Smith,Vyncint Smith,00-0034631,WR,2019,reg,HOU
A.McCarron,AJ McCarron,00-0031288,QB,2019,reg,CIN
A.Morris,Alfred Morris,00-0029141,RB,2019,reg,DAL
B.Koyack,Ben Koyack,00-0032139,TE,2019,reg,JAX
B.Hundley,Brett Hundley,00-0031589,QB,2019,reg,GB
B.Hill,Brian Hill,00-0033567,RB,2019,reg,CIN
C.Carter,Cethan Carter,00-0033338,TE,2019,reg,CIN
C.Walford,Clive Walford,00-0032256,TE,2019,reg,OAK
D.Brown,Daniel Brown,00-0032098,TE,2019,reg,CHI
D.Daniels,Darrell Daniels,00-0033258,TE,2019,reg,IND
D.White,DeAndrew White,00-0031511,WR,2019,reg,HOU
D.Washington,Dwayne Washington,00-0032450,RB,2019,reg,DET
J.Matthews,Jordan Matthews,00-0031299,WR,2019,reg,BUF
J.Ferguson,Josh Ferguson,00-0032377,RB,2019,reg,IND
K.Raymond,Kalif Raymond,00-0032464,WR,2019,reg,NYG
L.Toilolo,Levine Toilolo,00-0030443,TE,2019,reg,ATL
L.Willson,Luke Willson,00-0030089,TE,2019,reg,SEA
M.Johnson,Marcus Johnson,00-0032980,WR,2019,reg,PHI
M.Lee,Marqise Lee,00-0031431,WR,2019,reg,JAX
M.Glennon,Mike Glennon,00-0030520,QB,2019,reg,CHI
M.Thomas,Mike Thomas,00-0033114,WR,2019,reg,LA
P.Perkins,Paul Perkins,00-0032417,RB,2019,reg,NYG
P.Cooper,Pharoh Cooper,00-0033111,WR,2019,reg,LA
R.Travis,Ross Travis,00-0032319,TE,2019,reg,IND
S.Perry,Senorise Perry,00-0031209,RB,2019,reg,MIA
T.Edmunds,Trey Edmunds,00-0033838,RB,2019,reg,NO
